X,Y,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049
37.53128,7.10225,0.12976478900760702,0.9438251465804605,1.1776519444915743,1.3582266325230459,1.4264894042479563,1.3288009700168453,1.292108241061745,1.2877896974753087,1.222088268843043,1.1484347633998915,1.1274972727704795,1.11957497901881,1.078325442003539,1.035735667323512,0.9959455002098643,0.9786713258641192,0.971910571421905,0.9303036376960324,0.7357309118326638,0.6505811455318264,0.6115355548985988,0.5665929185404444,0.5033932668823901,0.45853997970188604,0.3871797698184281,0.09870105824448233,-0.5407412231402601,-0.1719971669770325,0.12476123505918423,0.2906230918375555,0.3649318245834769,0.4046326425194741,0.4101425084745825,0.41091686801421945,0.44549499976492674,0.4559786366092411,0.47045320338860697,0.4722997530600487,0.4736102076655879,0.47599285240293215,0.47992421621955,0.4749802283895609,0.4709892984545094,0.45794431851755,0.4471032849626341,0.4280719101230975,0.41592042196264223,0.394565968504195,0.3871797698184281
41.95991,7.00937,0.6976383790943739,1.285496401915615,1.4868298822211976,1.566082602797108,1.5643551853625337,1.4322971007952328,1.3742201353224686,1.3537591736405257,1.2785271660588833,1.200167937259477,1.168359630015932,1.155135951723672,1.1110272410235877,1.0699861854228345,1.0352591383760432,1.0222439414983007,0.9740251686262978,0.803159757899504,0.7189332664343874,0.6712505886282871,0.6251761960198942,0.5744258631144633,0.5069374509291896,0.4596419528929077,0.3835164535347614,0.6806620353407966,-0.5348143943561164,-0.29741362933898646,0.0028293906255961714,0.19382814938294848,0.28806174874491053,0.3347020194784227,0.34575153444785633,0.3525420719492872,0.3921833237668509,0.40692593807916794,0.4252425194975013,0.4313480466369457,0.43533897657199716,0.4407297102902384,0.4476989461469701,0.44564391506101075,0.44424411127782104,0.43444548479549316,0.4264636249253902,0.41026164071144977,0.40004605140008664,0.3807764120868156,0.3835164535347614
46.38793,6.81628,1.441142669382623,1.689533383250753,1.806104277025317,1.7717644097483438,1.7112750164790185,1.5370441200607259,1.4545748290894007,1.4157675029299077,1.3371402265975498,1.2456764517427505,1.2114557167026447,1.1965641870942436,1.1541233277103007,1.1126355262212952,1.0657867740732654,0.9519261386874307,0.8597475704114281,0.8061082807619674,0.7446658295977044,0.6864995149472899,0.6329793575346964,0.5792507187075853,0.5074139798766585,0.45901650864935495,0.3841121147190975,1.4219325961877858,-0.4828131729635799,-0.38780521406198093,-0.09917758719195115,0.10718923012127102,0.21208516468284822,0.26688599364176424,0.2853514903561815,0.29771145993115444,0.3417606045128048,0.36037501652330617,0.3825038295213902,0.391557879523298,0.3986760306761138,0.40671745666465037,0.4166352153838455,0.41708196127209757,0.41845198199607037,0.41139339696168825,0.40612179548031435,0.39254072047745253,0.3847375589626504,0.36698685566943623,0.3841121147190975
50.8156,6.52532,2.3599500462209697,2.130799188606894,2.1990917433910213,2.0408841328313683,1.9009931036900485,1.6896525154876205,1.5866626967159185,1.5336190682507935,1.4400406961916015,1.3335364764323168,1.3038725494523817,1.2655119691811407,1.1823874509070458,1.0940508972700107,1.0247159354132953,0.9739358194486475,0.9144888332519104,0.848608706264344,0.7788269985193765,0.7105344437352492,0.6501343996435744,0.594350729730504,0.5192974205041625,0.46923209796071813,0.3951914127477479,2.3457137439153386,-0.38315905682415985,-0.47420586884992405,-0.1958236143504742,0.023439267603623314,0.1429884672998672,0.20737944132659344,0.2324865602463577,0.2506244433093902,0.299736707957897,0.3229972772062194,0.3487298403695365,0.36168547112884547,0.3717819282033414,0.38303992458729264,0.39563815863599994,0.3989738612682818,0.402845658966466,0.3981995017286449,0.3953998941622655,0.3843205961336151,0.37869159794163954,0.36296614267516797,0.3951914127477479
55.2486,6.14225,3.3787093697909047,2.5875819678149887,2.589547649723298,2.2905257351866037,2.0791553639249587,1.8288287512077366,1.7074925679584847,1.6436079059384443,1.5156301004838453,1.3615623351553279,1.3045277767551515,1.262623012437111,1.2048438775565147,1.1376532959634091,1.0713562061468076,1.0070843643569483,0.9424551258564876,0.8704694717294768,0.796369220398073,0.725604671698951,0.6624645861593306,0.6071872282529457,0.5304362846512466,0.48379601391773436,0.41332929581078043,3.362060639688712,-0.20323959609545791,-0.5057163455013007,-0.27135345252428456,-0.046967884384896956,0.08428605758355015,0.15939893292832522,0.18855654790157456,0.2114597204392954,0.26471183031893764,0.2923207262129133,0.32115072753477775,0.33714423033420055,0.35024877638959345,0.36424681422149047,0.37958508971814364,0.38527365402855285,0.3916770117601653,0.390068726562458,0.38965176373342275,0.3809253273828997,0.37785767228356903,0.36427659728070727,0.41332929581078043
59.69223,5.68254,4.40294877625673,2.976429588949558,2.9563260239782165,2.5084483794759453,2.2325976850099236,1.965652125249726,1.729412899542051,1.6125739582345364,1.5034190462049564,1.3819339476596204,1.3394335221572438,1.293001732838249,1.2228030622642463,1.149864350242298,1.073679284765718,1.0083352528440541,0.9373622227304146,0.8638278495241298,0.7877023501659837,0.7151210348546367,0.6515044203675473,0.5983416596655555,0.5268623175452303,0.4846299395758048,0.42000070107534415,4.391839695168864,0.0226649080639864,-0.5152171413914606,-0.3343744058270379,-0.11526043916902434,0.022843606419287222,0.10036890956062326,0.13581075002861784,0.1626452863829566,0.2199181092568672,0.24999899906583736,0.28192643854624927,0.30051106749753387,0.31605782440870456,0.332706554510897,0.35027855944881026,0.358439117674214,0.3675825168537723,0.36859514086714357,0.3704714735978021,0.3645148617544417,0.36466377705052566,0.3537333943179593,0.42000070107534415
64.13685,5.16453,4.728298915141077,3.05463990245288,3.155515124020189,2.6679962277003546,2.263214669884796,1.9677965055133357,1.7727770337617152,1.6697574319307964,1.5487488623329293,1.4190138563845391,1.361830382688279,1.3189725604753006,1.2429364102948046,1.1707422747532763,1.089464306150623,1.0221545923206503,0.9491563141802681,0.8718394924534498,0.7951183319109673,0.7221796198890188,0.6587417037572303,0.6071574451937288,0.5361546320208724,0.49749622115746334,0.4357857224602492,4.714836972375083,0.08610282419577504,-0.5233776996168644,-0.35653300188433873,-0.13307070858067208,0.003335702632281771,0.08952787600570732,0.12502928259213544,0.1532338396704471,0.212412778334233,0.24383390580795927,0.2771909321307777,0.29687753427308394,0.3132879999015419,0.33112805237240645,0.3497722474421246,0.35891564662168285,0.36901210369617876,0.3709480025452709,0.3738071762300839,0.3687738392224444,0.3699055954726828,0.36013675204957174,0.4357857224602492
68.579,4.59453,5.179571828394064,3.1341606705617417,3.489413000899758,2.678360732307802,2.269618027616409,1.9806032209765607,1.8048236054789943,1.7014168238782572,1.565189111020604,1.4274126790836772,1.360936890911775,1.3123309382699537,1.2325719056873576,1.1562081418554768,1.070045751541268,0.9994301181382301,0.9265509722347154,0.8495021980408481,0.7726916883207153,0.7011229970227397,0.6428077670762411,0.5999499448632628,0.5394903346531544,0.5114644759301435,0.46518160190723296,5.1661992348057195,0.22590450415944444,-0.5213524515901218,-0.388400875246317,-0.1696145222396883,-0.032791148197699155,0.057123907577826566,0.09566318620436856,0.12619082190159078,0.18724609329603523,0.22075203491493764,0.25580669561311375,0.27731006436764494,0.29559686272676144,0.3152238987506341,0.3358337757286612,0.3468832906980948,0.3590347788585501,0.3630554918528184,0.3682079610973251,0.3656168349454634,0.36925036816991325,0.3629363596159512,0.46518160190723296
73.02401,3.97658,5.642847314511422,3.4059906520334953,3.9063162638165547,2.6217431367366606,2.3957790664587826,2.0610472639211435,1.8741287842764929,1.7541030556327804,1.6102508796156256,1.4669943647828072,1.391613441905081,1.3400589664007962,1.255981390231764,1.1731249194906204,1.0869923122356286,1.010747680640615,0.9348306626969863,0.8575734070886015,0.7791248291115447,0.7104748776168156,0.6548103399406123,0.6189813197027993,0.5615000154143712,0.5398179483045392,0.4984194959931842,5.632601942140842,0.3462876295137587,-0.5182550134315745,-0.4076407315003713,-0.18843741566470731,-0.04893356629320597,0.044376758233035156,0.08485193570866931,0.11820896203148779,0.18131926451189156,0.21679088803910293,0.2539005798232384,0.2773100643676449,0.2970860156876015,0.3183809030276151,0.3405394990849159,0.35298881783753916,0.3667783742549186,0.3723478063284606,0.3789000793561571,0.37794702146121945,0.383278189061027,0.3786915979416395,0.4984194959931842
77.47357,3.32133,5.313059499803772,3.8253659088652867,4.101931396752511,2.7235714161989075,2.414721092120669,2.0636086070137885,1.8674275959527125,1.7435896357292489,1.5922321287894605,1.4474566779365852,1.3672211164065202,1.315428376428501,1.2273300872652004,1.1408400832996068,1.051550471767634,0.9778671832652656,0.9026053926244063,0.8267777238584281,0.7494906851908264,0.6856953723484362,0.6364639754630622,0.6068000484831273,0.558968455380943,0.5444641055423604,0.5097072754363523,5.307609199967097,0.48174098283177497,-0.5089626989559322,-0.42771451341249583,-0.21539108425591322,-0.07600636712127906,0.01879311036580217,0.059387420078303506,0.09354858899997559,0.15755238325688345,0.1941855460935501,0.23206959741732247,0.25652148903431704,0.27731006436764494,0.2998260571355474,0.3229079280285691,0.33672726750516524,0.35152944793591595,0.35849868379264765,0.36659967589961784,0.36725490320238746,0.3744624035328536,0.3719010604402086,0.5097072754363523
