Sensor Position 	Cp for -6.0°           	Cp for -5.0°          	Cp for -4.0°          	Cp for -3.0°          	Cp for -2.0°          	Cp for -1.0°          	Cp for 0.0°           	Cp for 1.0°           	Cp for 2.0°            	Cp for 3.0°           	Cp for 4.0°           	Cp for 5.0°          	Cp for 6.0°           	Cp for 7.0°           	Cp for 8.0°           	Cp for 9.0°          	Cp for 9.34°         	Cp for 10.0°          	Cp for 10.5°         	Cp for 11.0°          	Cp for 11.5°          	Cp for 12.0°         	Cp for 12.5°         	Cp for 13.0°         	Cp for 13.5°         	Cp for 14.0°         	Cp for 14.5°          	Cp for 15.0°          	Cp for 15.5°          	Cp for 16.0°           	Cp for 9.5°
        0       	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
        0.35626 	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
        1.33331 	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
        3.66108 	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
        7.2922  	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
       11.35604 	                       	                      	                      	                      	                      	                      	                      	                      	                       	                      	                      	                     	                      	                      	                      	                     	                     	                      	                     	                      	                      	                     	                     	                     	                     	                     	                      	                      	                      	                       	
       15.59135 	-0.6755393491555066    	-0.35346534678500807  	-0.040326262179550126 	0.30223848493210836   	0.6374468164172167    	0.8862247100551651    	0.9976729176444389    	1.0380885290016395    	0.997792049881306      	0.7853494884878562    	0.3858693152128888    	-0.1857271572759783  	-0.9409957559548643   	-1.8507490827913031   	-2.8655472594854032   	-3.895236965787904   	-4.214600709769674   	-4.675225503616736    	-5.126170803218338   	-4.8077899001907225   	-5.456941458880142    	-6.12083563188188    	-6.315050961034647   	-6.024576784493175   	-5.4974762024742105  	-5.032056336093243   	-4.424064965241444    	-1.3926558489776693   	-1.2800163190197233   	-1.1949856849557532    	-4.34773098446878
       19.91328 	0.7930037347065744     	0.8336278274782924    	0.8522720225480108    	0.8408651108679754    	0.8123627231974958    	0.7333780501545365    	0.5936061532500839    	0.3880136954764986    	0.15296579213749592    	-0.10712966400283738  	-0.42819104235996475  	-0.7735851800972194  	-1.1893864698229946   	-1.6215982251772274   	-2.0744198575094877   	-2.4687177784807313  	-2.5409416970814767  	-2.629814345784414    	-2.8893141407404115  	-3.320096309252238    	-3.7459642729932923   	-4.102378142640764   	-4.150984095282585   	-4.095468472902465   	-3.953552195734403   	-3.779499997671411   	-3.412602491179625    	-0.9411744543101651   	-0.7387092177543441   	-0.6000690771001299    	-2.566287080474975
       24.28443 	1.0433899135422302     	0.9962433308020323    	0.9285762202614578    	0.8280881784639674    	0.7105046606760325    	0.5635252634411138    	0.37368804399321676   	0.1363170620353035    	-0.090927679788897     	-0.3553714625748834   	-0.6620178402710785   	-0.974918660402802   	-1.305957363597558    	-1.6898907799613547   	-2.0763855394177964   	-2.44861421350939    	-2.6418169186487854  	-2.9850666761224303   	-3.3896397525234705  	-3.5966617971394625   	-3.0899626106840077   	-2.9680009831912026  	-3.312412279974303   	-3.7073952113075332  	-3.9268070085577147  	-3.9282068123409046  	-3.8558637615032922   	-1.1642793509032303   	-0.9293505798010948   	-0.7036247739969511    	-2.723541633139691
       28.68627 	0.7056202389644768     	0.6062043872987912    	0.5000873473093251    	0.38345688741632783   	0.266320115516645     	0.12219989196653928   	-0.022128812998084006 	-0.22995500021292947  	-0.4232172714707587    	-0.6145734269387126   	-0.84259252830255     	-1.0541713809787125  	-1.271617496320585    	-1.5316831694017015   	-1.7773636248811027   	-2.000736569007119   	-2.154298022328951   	-2.174014407530474    	-2.105066625443577   	-2.218301816585859    	-2.411147125014653    	-2.4534986352209454  	-2.4286893468933495  	-2.3690934454005284  	-2.262053130575341   	-2.1243660478160646  	-1.9436126614292926   	-1.1612712619223333   	-0.9506454671411082   	-0.7294466863379185    	-2.1948029828638016
       33.10518 	0.3600176198127045     	0.2637885554832167    	0.1639259579292791    	0.05441364918909755   	-0.03469726398757452  	-0.15266796154532788  	-0.2850536597640135   	-0.4483541734497397   	-0.5971205542376666    	-0.7374881123264552   	-0.9108553000274605   	-1.052443963544138   	-1.21112810305126     	-1.391792140260382    	-1.5659932536194576   	-1.7248858745410973  	-1.7495164645133925  	-1.7652717028390812   	-1.8791025551656988  	-1.9094514925076203   	-1.993499285617436    	-2.006484699435962   	-1.9881979010768451  	-1.9430467833041731  	-1.8408313240721081  	-1.6958176087454984  	-1.499874862158157    	-1.1443544842871896   	-0.9742038669815988   	-0.7692368534515662    	-1.734416453490474
       37.53128 	0.2229857643561978     	0.13572140085096746   	0.055009310373433595  	-0.012896064640875338 	-0.10760619295030623  	-0.20618811895792138  	-0.30736117111739836  	-0.4523153203255745   	-0.5630785175528618    	-0.6733056197142465   	-0.8131668657963493   	-0.9203858789768372  	-1.0368972066329671   	-1.1804515520579537   	-1.3156666409022355   	-1.4579403147808994  	-1.454098300141932   	-1.4762568961992328   	-1.5443707526280592  	-1.5583390074007397   	-1.6175179460645255   	-1.619870807742653   	-1.5942871598754196  	-1.5363293266395228  	-1.4249406851686828  	-1.2650354402336719  	-1.065518726540314    	-1.0243287556434768   	-0.8758304223885012   	-0.6779219938928509    	-1.4269361501362086
       41.95991 	0.0923274835720867     	0.01113886414708401   	-0.03055741875643902  	-0.110197319102168    	-0.18703761188151757  	-0.2722171612415718   	-0.35528211339723303  	-0.479328555035214    	-0.5711795096598319    	-0.6617200096789104   	-0.7764741368412491   	-0.8623089135040729  	-0.9544279156616421   	-1.0774617332862517   	-1.1943304576529836   	-1.2217010890732247  	-1.2590788283903114  	-1.3004772807016665   	-1.3574522729834089  	-1.3621579963396637   	-1.4067730190464334   	-1.4030203535851162  	-1.365880878741764   	-1.29318043119355    	-1.1666322125813575  	-0.9901973697810216  	-0.7907700052653142   	-0.9949030931372763   	-0.8720479738679674   	-0.6821511883016367    	-1.2643504298716854
       46.38793 	0.00854773799522222    	-0.0688584329092466   	-0.13378550200187533  	-0.1980573437917344   	-0.26530749150327365  	-0.3415223400390704   	-0.4141930045280677   	-0.5170636910629024   	-0.5963461946980296    	-0.675926528925325    	-0.7721555932548129   	-0.84184795182213    	-0.915620589502149    	-1.0244181048211272   	-1.130445795632943    	-1.10486214776571    	-1.1560592265593927  	-1.1970704991009293   	-1.2374265443396963  	-1.2383200361162003   	-1.2710516181954659   	-1.2595553573377805  	-1.2122300762422815  	-1.1320540808306503  	-0.9857894770169349  	-0.7945226707266313  	-0.6157051831889511   	-0.9878445081028941   	-0.8915856607141895   	-0.7137510141306639    	-1.1688659420226177
       50.8156  	-0.02436254243934417   	-0.09143399179558263  	-0.15102989328840377  	-0.21193624938676417  	-0.2714428017019349   	-0.33508919924824115  	-0.395935989228168    	-0.49049720224151483  	-0.5595938996244958    	-0.6258909894410974   	-0.7064541646225473   	-0.7666159442404876  	-0.8369933131697911   	-0.9308397327619349   	-1.002467990178344    	-0.9957072357361298  	-1.0350506569615254  	-1.0608427862432763   	-1.0935743683225418  	-1.0869625291764118   	-1.1154351337876744   	-1.097327033783859   	-1.0364504607447154  	-0.9446292891793142  	-0.7778739406244389  	-0.595095306210924   	-0.4714062612835446   	-0.9327160654925933   	-0.8564118677791462   	-0.6957322633044986    	-1.0412157502194037
       55.2486  	-0.035769454119379394  	-0.09745016975737668  	-0.1501066184526829   	-0.20046977158829538  	-0.2517859826188455   	-0.308165313716252    	-0.3658550994191978   	-0.44936679746311103  	-0.5067587525738888    	-0.5627509039014769   	-0.6328006591793955   	-0.6882567154410812  	-0.7455295383149917   	-0.8243355130026502   	-0.8484002248498265   	-0.8742221371907938  	-0.9053156510131354  	-0.9230663543063494   	-0.9503178534897234  	-0.9421870783235365   	-0.9636606640188508   	-0.9375111380264984  	-0.8652574363665364  	-0.7576512434162301  	-0.5822885907476991  	-0.4378109704869918  	-0.37681526521098097  	-0.8647511243598509   	-0.811737278953943    	-0.669016859187027     	-0.9070728515069267
       59.69223 	-0.07243240001526287   	-0.13554270249566663  	-0.18230210546604605  	-0.22510036156059074  	-0.27177041535331975  	-0.3205848494096585   	-0.3657657502415474   	-0.4494859296999782   	-0.49874710964456903   	-0.5481869879444606   	-0.6118631685499837   	-0.6564484081975365  	-0.7113088032748861   	-0.7946715860227153   	-0.7913656664496502   	-0.8317217116884171  	-0.8481321773168752  	-0.8565905661344471   	-0.8749369306119971  	-0.8619515167934715   	-0.8759793376845852   	-0.8461367123493495  	-0.7592297455547207  	-0.6287203800666936  	-0.46860665371716526 	-0.37237758938767745 	-0.35331643148892405  	-0.8422649146511652   	-0.8028023611889024   	-0.6800068080380269    	-0.842890358894718
       64.13685 	-0.12413579081563142   	-0.17536265266853115  	-0.2214966113953577   	-0.2630439790027967   	-0.30271501387957717  	-0.3453345716188211   	-0.3854821354430704   	-0.4556808060170731   	-0.5009808390858292    	-0.5466680519244037   	-0.6039408747983143   	-0.6432247299052763  	-0.696417273666485    	-0.7563110057514741   	-0.7494609021316095   	-0.7852899223694226  	-0.8052743551038969  	-0.807984613492626    	-0.8233824551077126  	-0.8101587768154523   	-0.81623452089568     	-0.7805841990131678  	-0.6789941840246557  	-0.5431536509368211  	-0.41017229153379936 	-0.3785724657047723  	-0.38315905682415985  	-0.8359806891564199   	-0.8159069072442953   	-0.7155677807428887    	-0.804202164972092
       68.579   	-0.13292179328458806   	-0.17947271484044983  	-0.2192033158356639   	-0.2561640923237154   	-0.29243985844978043  	-0.32996651306295116  	-0.36296614267516797  	-0.4295312800247208   	-0.4681301247696964    	-0.504763287606363    	-0.5626913377830433   	-0.5991160192051923  	-0.6539764142825419   	-0.6731864874773793   	-0.6916817672510135   	-0.7150912517954199  	-0.729238204923401   	-0.7282255809100296   	-0.73930487893868    	-0.7220604876521516   	-0.7239963865012438   	-0.68286598172284    	-0.5619467613026232  	-0.43045455486044165 	-0.3553714625748834  	-0.3594517416875853  	-0.37928725912597555  	-0.7887447572385716   	-0.790948703620615    	-0.7032971603455662    	-0.7262598990017207
       73.02401 	-0.13557248555488347   	-0.18120013227502438  	-0.2137530159989891   	-0.24183844084043357  	-0.27305108689964225  	-0.3053657061498726   	-0.3359529079655284   	-0.4002545328146042   	-0.4345348339731436    	-0.47087016621764216  	-0.5201015631030161   	-0.5580749636044389  	-0.6124886127935365   	-0.5848499338403441   	-0.6244911856579077   	-0.6421525397734715  	-0.6570440693818725  	-0.6518618170781489   	-0.6564484081975365  	-0.6355704836865582   	-0.6329495744754796   	-0.5853264627878129  	-0.4553531923656882  	-0.3459004497439403  	-0.322014436252065   	-0.3517379293504335  	-0.37678548215176416  	-0.7533326998297939   	-0.7656926694047668   	-0.6919200317247478    	-0.6516235526044145
       77.47357 	-0.1350066074297642    	-0.17476699148419508  	-0.20386504033901082  	-0.22912107455485906  	-0.25416862735618967  	-0.2840112526914254   	-0.30354893953764767  	-0.3625491798461327   	-0.39435748708967744   	-0.42720820140581023  	-0.4803113959893685   	-0.5233479165576476  	-0.5656398606455066   	-0.5155149719836286   	-0.5581940958413061   	-0.5659674742968915  	-0.5757661007792194  	-0.5656994267639402   	-0.5703158009425446  	-0.5462808721545852   	-0.5416942810351977   	-0.4899015410571788  	-0.3582604193189132  	-0.29309508575255006 	-0.3069442082883631  	-0.3506359561594119  	-0.37669613297411375  	-0.7098494333732628   	-0.7323654261411652   	-0.681525744058084     	-0.570107319528027
       81.93114 	-0.12062138982804876   	-0.1557058335854417   	-0.18015772520243628  	-0.2021078398452195   	-0.22831693195600536  	-0.25521103442877774  	-0.28010967193402436  	-0.3347020194784227   	-0.3701736430056341    	-0.40841509104000806  	-0.4630372216436232   	-0.510332719679905   	-0.451779225259672    	-0.46473485601898096  	-0.4939222540514471   	-0.5006234423752276  	-0.5084563869492466  	-0.4950837933609023   	-0.49407116934753104 	-0.47259758365221677  	-0.46452637460446333  	-0.4093979319941626  	-0.29380987917375334 	-0.2813307773619132  	-0.3156110785204525  	-0.3598389214574037  	-0.3903367740954092   	-0.6848316636311489   	-0.7120831628145229   	-0.6790239670838726    	-0.5012786696779972
       86.38589 	-0.10799337272012463   	-0.14406065743167207  	-0.16538532783090243  	-0.1819447087554444   	-0.20285241632563952  	-0.2287338947850406   	-0.2576234622253387   	-0.31164993164461785  	-0.34774699941538206   	-0.3933448630763062   	-0.45627646720140913  	-0.46211394680790235 	-0.3596006569836693   	-0.40528786982224385  	-0.4292930155509863   	-0.42965041226158796 	-0.43545810880886443 	-0.42220464745738745  	-0.4181541514039024  	-0.39733579301135763  	-0.38908588560830343  	-0.33544659595884274 	-0.2574149808108211  	-0.2728426054851246  	-0.31841068608683193 	-0.3693099342883468  	-0.40141607212405955  	-0.6568951540857885   	-0.6896863022834877   	-0.674586291260569     	-0.43096086686712726
       90.8108  	-0.08181406366855554   	-0.11311605890541461  	-0.1334578883504905   	-0.1486174654918428   	-0.17187803474016528  	-0.20091651747654737  	-0.2311761056408184   	-0.2905635257191219   	-0.3322002425042114    	-0.37931704218519235  	-0.4146695334755365   	-0.29124853608110834 	-0.30596136733420864  	-0.33940774283467745  	-0.35730736142397557  	-0.3561160390553034  	-0.358141287082046   	-0.34515587326352026  	-0.3408968957955175  	-0.32150812424537933  	-0.31299016930937396  	-0.26789861765513545 	-0.22932955596937665 	-0.2650394439703224  	-0.31888721503430073 	-0.37246693856532787 	-0.4061813615987479   	-0.6267546981583847   	-0.661034999316924    	-0.6603797720141543    	-0.3549544997458482
      100       	-0.054294516952230344  	-0.0827373385042764   	-0.10578942633808129  	-0.12416557387484821  	-0.14814093654437396  	-0.1788770536561138   	-0.21214473080128182  	-0.27614852505818965  	-0.3192148286856856    	-0.33821642046600536  	-0.22009680761216802  	-0.20702204461599186 	-0.24451891616994575  	-0.26962603508971     	-0.28320711009257177  	-0.27999053969715715 	-0.2814201265395636  	-0.26834536354338745  	-0.2624483178184607  	-0.24422108557777775  	-0.23790707702381567  	-0.2089281604058672  	-0.2103875303074905  	-0.2563130076197994  	-0.3136453966121436  	-0.36942906652521407 	-0.4063898430132655   	-0.5890493451899131   	-0.6284523325337424   	-0.6402166409243794    	-0.27778659331511374
        0       	-0.02287338947850406   	-0.05021423783952845  	-0.07201543718622763  	-0.09214878521678589  	-0.12151488160455282  	-0.15782043078983468  	-0.19507903787005418  	-0.2633120265357479   	-0.23883035185953655   	-0.14012929361505416  	-0.13494704131133062  	-0.15933936680989158 	-0.18635260151953115  	-0.2013334803055826   	-0.21244256139344983  	-0.20740922438581028 	-0.20848141451761515 	-0.19677667224541187  	-0.19379836632373165 	-0.1804257727353875   	-0.17863878918237935  	-0.16752970809451218 	-0.20172066007540107 	-0.252917738869084   	-0.31063730763124653 	-0.3707395211307533  	-0.4076109484411544   	-0.5559305833408291   	-0.6030175999625934   	-0.6228233343417668    	-0.20645616649087256
        0.43123 	-0.004288760527219511  	-0.03451856563227371  	-0.05914915560456909  	-0.08526889853770458  	-0.11597523259022761  	-0.1539784161508672   	-0.1941855460935501   	-0.12514841482900269  	-0.0688286498500298    	-0.06817342254726015  	-0.09590145067810298  	-0.11326497420149863 	-0.13283244410693765  	-0.14093343621390783  	-0.14930247585382925  	-0.14379260989872084 	-0.14504349838582653 	-0.13846144229891327  	-0.13813382864752843 	-0.13119437585001353  	-0.1363170620353035   	-0.14519241368191055 	-0.20115478195028183 	-0.25157750120432787 	-0.3120073283552195  	-0.377559841691401   	-0.4172010935089647   	-0.5247477203408373   	-0.5779104810428292   	-0.6092720423981218    	-0.14495414920817612
        1.47147 	-0.0005956611843360433 	-0.031450910532943084 	-0.059744816788905135 	-0.08780045857113278  	-0.12762040874399727  	-0.12559516071725474  	-0.018405930595983735 	-0.013968254772680216 	-0.016886994575926826  	-0.034369650336189696 	-0.050958814319948496 	-0.06251464129606774 	-0.07910380527982654  	-0.08514976630083738  	-0.09402511794744443  	-0.09062984919672898 	-0.09345923982232518 	-0.09560362008593495  	-0.10230480840971544 	-0.10153044887007859  	-0.11389041844505148  	-0.14161844657589429 	-0.20663486484617338 	-0.25833825564654195 	-0.3195722253962872  	-0.38744781735137934 	-0.4277442964717127   	-0.5039293619482925   	-0.558521709492691    	-0.5968227236454985    	-0.09113616120341463
        3.92479 	0.020133348030558263   	-0.0123897526341897   	-0.048486820404953924 	-0.07329610873255012  	0.005867262665710026  	0.06847125313942817   	0.08324365051096204   	0.045985043430742535  	0.0317189580658943     	0.020580093918810296  	0.01224083733810569   	0.004973770889205961 	-0.007267066448899727 	-0.010096457074495933 	-0.017274174345745255 	-0.01915050707640379 	-0.02245642664946883 	-0.035144009875826554 	-0.04482350412128726 	-0.0536988557678943   	-0.07058585034382113  	-0.11564761893884279 	-0.18927134132277773 	-0.24568045547940104 	-0.3123051589473875  	-0.37878094711928995 	-0.4167841306799295   	-0.46151828562356634  	-0.519684600273981    	-0.5610830525853359    	-0.023230786189105686
        7.79506 	0.016261550332373982   	-0.02049074474115989  	0.029902191453669368  	0.06921582961984822   	0.12062138982804876   	0.1255653776580379    	0.11004840380608401   	0.07234305083761246   	0.06510576744792952    	0.0591193725453523    	0.05709412451860975   	0.0522692689254878   	0.04113040477840379   	0.039968865468948504  	0.02936609638776693   	0.023081870893021675 	0.01620198421394038  	-0.007118151152815717 	-0.02314143701145528 	-0.039194505929311646 	-0.06504620132949593  	-0.11811961285383737 	-0.19445359362650133 	-0.25369209840872087 	-0.3232653247391707  	-0.3902772079769755  	-0.4291143171956856   	-0.4468948035481165   	-0.5027082565204037   	-0.5456852109702492    	0.007475547863417342
       12.0143  	0.055068876491867196   	0.07404068521297018   	0.08464345429415175   	0.07826987962175609   	0.07621484853579673   	0.08800893998565039   	0.107338145417355     	0.09923715331038481   	0.10668291811458534    	0.12106813571630079   	0.12845433440206774   	0.12839476828363414  	0.11603479870866124   	0.11400955068191869   	0.09983281449472085   	0.08771110939348237  	0.07791248291115446  	0.03916472287009484   	0.018257015299899725 	-0.004437675823303522 	-0.030200022045837396 	-0.08631130561029267 	-0.1512085916437046  	-0.21107254066947695 	-0.26661794610881295 	-0.3097140327955257  	-0.3347020194784227   	-0.3404203668480487   	-0.3794659574812764   	-0.421817467687569     	0.06349748225022221
       16.32276 	-0.6644004850084227    	-0.3457813175070731   	-0.032016788658062324 	0.32418859957489154   	0.6616902266196936    	0.9093959301258372    	1.0261753053149185    	1.0651315467704958    	1.0259966069596178     	0.8094142003350323    	0.4169330459760135    	-0.16875081352240104 	-0.9217856827600269   	-1.8365127804856718   	-2.8488985293832108   	-3.8841278847000376  	-4.2011387670036795  	-4.661852910028392    	-5.115925430847758   	-4.802339600354048    	-5.455422522860086    	-6.118929516092004   	-6.310315454619176   	-6.020645420676558   	-5.494617028789397   	-5.026189073427533   	-4.418852929878503    	-1.3839591956863628   	-1.2705155231295635   	-1.1839957361047533    	-4.344127234303547
       20.67013 	-2.4277660720576284    	-2.1333903147587554   	-1.9782801423576502   	-1.3529550310416718   	-0.7986625159577668   	-0.2837432051584742   	0.15385928391399997   	0.5625424224869593    	0.8175449755012194     	0.9718807883626882    	1.056375327360756     	1.046725616174512    	0.9829600863913387    	0.8923600202538264    	0.7164017064009592    	0.48504690240484005  	0.4275953811756286   	0.2784418206178834    	0.17038888177932518  	0.02352861678127371   	-0.09274444640112194  	-0.2093153401756856  	-0.23978340975447424 	-0.2662009832797777  	-0.25095205696077505 	-0.19177311829698912 	-0.09292314475642274  	0.6691955575423278    	0.729684950811653     	0.770487741938672      	0.36106002688529265
       25.03792 	-2.456506724201842     	-2.006454916376745    	-1.3609368909117747   	-1.047619107951016    	-0.7550005511459348   	-0.4588973764124878   	-0.1815277459264092   	0.11070363110885365   	0.32680950878597015    	0.5083670377715961    	0.6876312711975283    	0.809324851157382    	0.8879521274897396    	0.9834068322795906    	1.018878455806802     	1.022928951860287    	1.037075904988268    	1.0256987763674497    	1.0349315247246584   	1.014232298568981     	1.014827959753317     	0.9960348493875147   	0.9966305105718508   	0.9928480620513169   	0.9872190638593413   	0.9975835684667884   	0.9989833722499782    	1.0353782706129104    	1.0467553992337288    	1.037880047587122      	1.0209037038335445
